Pose,RSE,REW,LSE,LEW
Y,1.149322066135913,1.7411915733858383,-1.1526020789873197,-2.3201950647354472
M,0.9040136850350898,-0.8087317895762929,-1.149676725389323,0.5866564417177914
C,-0.45396793284974657,0.9124414441686503,5.961163664861638,0.4798539457361565
A,2.5800958992141743,-2.2724209573439955,-3.660227342905666,2.2018924830366076
